angle_deg,ch0,ch1,ch2
0.0,0.0,108.0,0.0
5.0,0.0,107.0,0.0
10.0,0.0,103.0,0.0
15.0,0.0,103.0,0.0
20.0,0.0,101.0,0.0
25.0,0.0,102.0,0.0
30.0,0.0,102.0,0.0
35.0,0.0,104.0,0.0
40.0,0.0,107.0,0.0
45.0,0.0,107.0,0.0
-5.0,0.0,114.0,0.0
-10.0,0.0,117.0,0.0
-15.0,0.0,123.0,0.0
-20.0,0.0,127.0,0.0
-25.0,0.0,134.0,0.0
-30.0,0.0,137.0,0.0
-35.0,0.0,142.0,0.0
-40.0,0.0,144.0,0.0
-45.0,0.0,147.0,0.0
