angle_deg,ch0,ch1,ch2
0.0,0.0,66.0,0.0
5.0,0.0,62.0,0.0
10.0,0.0,60.0,0.0
15.0,0.0,60.0,0.0
20.0,0.0,60.0,0.0
25.0,0.0,61.0,0.0
30.0,0.0,60.0,0.0
35.0,0.0,61.0,0.0
40.0,0.0,61.0,0.0
45.0,0.0,64.0,0.0
-5.0,0.0,67.0,0.0
-10.0,0.0,71.0,0.0
-15.0,0.0,76.0,0.0
-20.0,0.0,81.0,0.0
-25.0,0.0,85.0,0.0
-30.0,0.0,85.0,0.0
-35.0,0.0,87.0,0.0
-40.0,0.0,89.0,0.0
-45.0,0.0,90.0,0.0
